date;usd_ars_sell
2025-09-03;1361
2025-09-04;1361.5
2025-09-05;1362.5
2025-09-06;1355
2025-09-09;1409
2025-09-10;1416.5
2025-09-11;1423.5
2025-09-12;1432
2025-09-13;1453
2025-09-16;1467
2025-09-17;1469
2025-09-18;1474.5
2025-09-19;1474.5
2025-09-20;1475
2025-09-23;1408
2025-09-24;1369
2025-09-25;1337.5
2025-09-26;1337
2025-09-27;1326
2025-09-30;1360
2025-10-01;1380
2025-10-02;1423
2025-10-03;1424.5
2025-10-04;1424.5
2025-10-07;1430
2025-10-08;1429.5
2025-10-09;1430
2025-10-10;1420
2025-10-14;1349
2025-10-15;1360
2025-10-16;1380
2025-10-17;1402
2025-10-18;1450
2025-10-21;1475
2025-10-22;1490.5
2025-10-23;1489
2025-10-24;1479
2025-10-25;1492
2025-10-28;1435
2025-10-29;1470
2025-10-30;1436
2025-10-31;1438
2025-11-01;1445
2025-11-04;1482
2025-11-05;1454
2025-11-06;1452
2025-11-07;1452
2025-11-08;1415
2025-11-11;1420.5
2025-11-12;1413
2025-11-13;1412
2025-11-14;1406
2025-11-15;1403
2025-11-18;1387
2025-11-19;1400
2025-11-20;1406.5
2025-11-21;1425
2025-11-26;1447.5
2025-11-27;1453.5
2025-11-28;1450
2025-11-29;1451.5
2025-12-02;1451.5
2025-12-03;1455
2025-12-04;1453
2025-12-05;1444
2025-12-06;1435
2025-12-10;1442
2025-12-11;1437.5
2025-12-12;1436
2025-12-13;1441
2025-12-16;1438.5
2025-12-17;1451
2025-12-18;1451
2025-12-19;1451
2025-12-20;1450
2025-12-23;1452
2025-12-24;1451
2025-12-27;1452.5
2025-12-30;1457
2025-12-31;1455
2026-01-03;1475
2026-01-06;1470
2026-01-07;1467.5
2026-01-08;1460
2026-01-09;1464
2026-01-10;1465
2026-01-13;1467.5
